1_F_COD_P,1_F_COD_M,ID_MUNICIPIO,ID_UNGS,ID_UTPMP,1_FECHAC,1_ENC_CARGA,1_ENC_REPP,2_PARTIDO,2_LOC,2_NBARRIO_OF,2_NBARRIO_A1,2_NBARRIO_A2,2_AÑO,2_SUP_HA,2_CANT_FLIA,2_TIPO_BARRIO,2_OBS_DUDOSOS,2_TIPO_DUD,2_JUD,2_DIREC,2_REF_BARRIO,UI1,UI1_NUM_PROV,UI1_NUM_DEF,UI1_NEXP,4_E_LIBRE,4_EQUIP_US-H,4_EQUIP_JI,4_EQUIP_EP,4_EQUIP_ES,4_EQUIP_COM,4_EQUIP_ZOOM,4_EQUIP_O,4_TP_COLE,4_TP_FFCC,4_TP_REM-COM,4_ISU_EEMI,4_ISU_EEMC,4_ISU_APUB,4_ISU_AC,4_ISU_AP,4_ISU_RC,4_ISU_EXC,4_ISU_GAS,4_ISU_PAV,4_ISU_CC,4_ISU_PLUV,4_ISU_RR,4_ORG_PART,4_CONT_REF_N,4_CONT_REF_T,4_SAMB_SPROB,4_SAMB_RE,4_SAMB_INUN,4_SAMB_TFERROV,4_SAMB_CSIR,4_SAMB_CIND,4_SAMB_SD,4_SITU_AMB_O,UI3_INF_URB,UI3_INF_URB_FECHA,UI3_CENSO,UI3_CENSO_FECHA,5_PROC_REG,5_ENC_LEG_D2225/95,5_ENC_LEG_D4686/96,5_ENC_LEG_D815/89,5_ENC_LEG_L243374,5_ENC_LEG_L23073,5_ENC_LEG_EXP,5_ENC_LEG_EXP_NUM,5_ENC_LEG_O,5_AI,5_AIPUB_IVIV,5_AIPUB_INF,5_AIPUB_EQUIP,5_ANT_IPUB_O,5_ORG_INAC,5_ORG_INAPROV,5_ORG_INAMUN,5_ORG_IPROG,5_ORG_IFECHA,UI4_PLANO,UI4_PFECHA,UI4_CIRC10,UI4_GEO_PART,UI4_GEO_NUM,UI4_GEO_AÑO,UI4_REG_LEG,UI4_REG_FOLIO,UI4_REG_FECHA,UI4_EPR,UI4_REG_14449,E_REV,Recorridos de la subsecretaría (fecha),OBSERVACIONES,ID_FOLIO,ESTADO
101,19,9,,,31/10/2014,UNGS,sin dato,Moron,Moron,Repetto,Colihue,,1985,"0,2652",8,Otro,Asentamiento precario-Municipio,Regularizado,,"Colihue, C. Rivadavia, Barcelona",,No corresponde inscripción,,,,No,,,,,,,,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,,Sin dato,,sin dato,,,,,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,9919/7,,,,,,,,,,,,,,,,,,,,,,no reune condiciones de inscripción,,,1010019,No corresponde inscripcion
101,20,14,,,31/10/2014,UNGS,sin dato,Moron,Castelar,Seré,,,1960,"0,15254",5,Otro,Asentamiento precario-Municipio,Regularizado,,D.Araóz y Prudan,,No corresponde inscripción,,,,No,,,,,,,,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,,Sin dato,,sin dato,,,,,"Club Social y Dep. Juventud, Comedor copa de leche Atardecer",sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,9919/7,,,Si,,"Programa Federal de Mejoramiento de vivienda ""MEJOR VIVIR"", Red Cloacal, Pavimento (finalizado / Agua potable (finalizado)",,,,,,,,,,,,,,,,,no reune condiciones de inscripción,,,1010020,No corresponde inscripcion
101,21,11,,,31/10/2014,UNGS,sin dato,Moron,El Palomar,Cabo Morando,,,1966,"0,084462",9,Otro,Asentamiento precario-Municipio,"Menor a la unidad minima (10 habitantes, 0,25 hectareas)",,"C. Morando, Aguleiro, Marinos del Fournier",,No corresponde inscripción,,,,No,,,,,,,,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,,Sin dato,,sin dato,,,,,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,9919/7,,,Si,,Red Cloacal (proxima ejecucion) / Agua potable (finalizado),,,,,,,,,,,,,,,,,no reune condiciones de inscripción,,,1010021,No corresponde inscripcion
101,22,NO,,,31/10/2014,UNGS,sin dato,Moron,Moron,Achaga,,,1970,"0,084",9,Otro,Asentamiento precario-Municipio,"Menor a la unidad minima (10 habitantes, 0,25 hectareas)",,"R.Spini, Achaga, Itapirú",,No corresponde inscripción,,,,No,,,,,,,,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,,Sin dato,,sin dato,,,,,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,9919/7,,,,,,,,,,,,,,,,,,,,,,no reune condiciones de inscripción,,,1010022,No corresponde inscripcion
101,23,21,,,31/10/2014,UNGS,sin dato,Moron,Moron,Callao,,,1970,"0,068843",7,Otro,Asentamiento precario-Municipio,"Menor a la unidad minima (10 habitantes, 0,25 hectareas)",,"Callao, Hungria y Arana",,No corresponde inscripción,,,,No,,,,,,,,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,,Sin dato,,sin dato,,,,,Instituto Jesus Maestro,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,9919/7,,,,,,,,,,,,,,,,,,,,,,no reune condiciones de inscripción,,,1010023,No corresponde inscripcion
101,24,23,,,31/10/2014,UNGS,sin dato,Moron,Moron,Cucha Cucha I,,,1970,"0,1039",10,Asentamiento precario,,,,"Cucha Cucha, Azul y Avellaneda",,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,,,,Próximo al barrio,Distante > 1 km,Sin dato,Cobertura total,,Cobertura total,Cobertura total,,Cobertura parcial,,Cobertura parcial,Cobertura total,Cobertura total,Cobertura total,Cobertura total,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,9919/7,,,Si,,"Programa Federal de Mejoramiento de vivienda ""MEJOR VIVIR"" (finalizado) / Agua potable (finalizado)",,,,,,,,,,,,,,,,,a foliar,,,1010024,Notificacion
101,25,31,,,31/10/2014,UNGS,sin dato,Moron,Moron,Cucha Cucha II,,,1970,0,7,Otro,Asentamiento precario-Municipio,Regularizado,,"Cucha Cucha, Solari ,Patagones y Charcas",,No corresponde inscripción,,,,No,,,,,,,,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,,Sin dato,,sin dato,,,,,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,9919/7,,,Si,,"Programa Federal de Mejoramiento de vivienda ""MEJOR VIVIR"" (finalizado) / Agua potable (finalizado)",,,,,,,,,,,,,,,,,no reune condiciones de inscripción,,,1010025,No corresponde inscripcion
101,26,ok,,,31/10/2014,UNGS,sin dato,Moron,Moron,Don Bosco y Ozanan,,,1980,"0,24",8,Otro,Asentamiento Precario-Municipio,Asentamiento consolidado,,Don Bosco y Ozanan,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,,,,Dentro del barrio,Distante > 1 km,Sin dato,Cobertura total,,Cobertura parcial,Cobertura total,,Cobertura total,,Cobertura parcial,Cobertura total,Cobertura total,Cobertura total,Cobertura total,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,9919/7,,,,,,,,,,,,,,,,,,,,,,a foliar,,,1010026,Notificacion
101,27,ok,,,31/10/2014,UNGS,sin dato,Moron,El Palomar,Venecia,,,1965,"0,08",6,Otro,Asentamiento precario-Municipio,Regularizado,,"Venecia, Fluguerto y M. Alvarez",,No corresponde inscripción,,,,No,,,,,,,,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,,Sin dato,,sin dato,,,,,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,9919/7,,,Si,,Red Cloacal (finalizado) / Gas natural (finalizado),,,,,,,,,,,,,,,,,no reune condiciones de inscripción,,,1010027,No corresponde inscripcion
101,28,ok,,,31/10/2014,UNGS,sin dato,Moron,Moron,Colón,,,1965,"0,049145",5,Otro,Asentamiento precario-Municipio,"Menor a la unidad minima (10 habitantes, 0,25 hectareas)",,"Colón, Guayaquil, Sta. Maria de Oro",,No corresponde inscripción,,,,No,,,,,,,,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,,Sin dato,,sin dato,,,,,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,9919/7,,,Si,,Red Cloacal (finalizado) / Agua potable (finalizado),,,,,,,,,,,,,,,,,no reune condiciones de inscripción,,,1010028,No corresponde inscripcion
101,29,24,,,41955,UNGS-SSTUV,sin dato,Moron,,Alvarez,,,0,"0,47",16,Otro,,Asentamiento consolidado,,"Juan Jose Paso, Ramella, Ozanan",,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,,,,Próximo al barrio,Distante > 1 km,Sin dato,Cobertura total,,Cobertura parcial,Cobertura total,,Cobertura total,,Cobertura total,Cobertura parcial,Cobertura parcial,Cobertura parcial,Cobertura total,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,,1010029,Notificacion
101,30,136,,,41955,UNGS-SSTUV,sin dato,Moron,,Mono Sur I (separado),,,1985,"2,36",63,Otro,,Asentamiento consolidado,,"Maza, Avellaneda, Castelli, French",,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,,,,Próximo al barrio,Distante > 1 km,Sin dato,Cobertura parcial,,Cobertura total,Cobertura total,,Cobertura total,,Cobertura parcial,Cobertura total,Cobertura total,Cobertura total,,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,9919/7,,,Si,,"Programa Federal de Mejoramiento de vivienda ""MEJOR VIVIR"" (finalizado) / Red cloacal-Agua potable (finalizado)",,,,,,,,,,,,,,,,,a foliar,,,1010030,Notificacion
101,31,,,1592,41955,UNGS,sin dato,Moron,,Texlar,,,0,0,,Otro,,"Menor a la unidad minima (10 habitantes, 0,25 hectareas)",,,,No corresponde inscripción,,,,,,,,,,,,,,,Sin dato,,Sin dato,Sin dato,,Sin dato,,sin dato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no reune condiciones de inscripción,,,1010031,No corresponde inscripcion
101,32,22,,,41955,UNGS,sin dato,Moron,,Las Pequenas,,,0,0,,Otro,,"Menor a la unidad minima (10 habitantes, 0,25 hectareas)",,,,No corresponde inscripción,,,,,,,,,,,,,,,Sin dato,,Sin dato,Sin dato,,Sin dato,,sin dato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no reune condiciones de inscripción,,,1010032,No corresponde inscripcion
133,1,19,11,,41845,UNGS,sin dato,M. Argentinas,Sourdeaux,Km. 30,,,decada del 80,"0,56",76,Villa,,,Sin dato,Manuela Pedraza- José Martí- Gral. Pico-  Marcelo Fitte,,Inscripción provisoria,,,,No,Próximo al barrio,Distante > 1 km,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Distante > 1 km,Próximo al barrio,Sin dato,Cobertura parcial,Sin dato,Sin dato,inexistente,Sin dato,inexistente,Cobertura total,inexistente,Cobertura parcial,Cobertura parcial,inexistente,Sin dato,Sin dato,Sin dato,Sin dato,No,No,Sin dato,No,No,Sin dato,No,Zona baja ,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,polígono ampliado (1 parcela),1330001,Notificacion
133,2,115/116/117/118,10,,41845,UNGS,sin dato,M. Argentinas,Sourdeaux,Arroyo Basualdo,,,decada del 80,"3,52",74,Villa,,,Sin dato,Rawson- Gurruchaga- Gral. Pico- Dr- Marcelo Fitte,,Inscripción provisoria,,,,No,Próximo al barrio,Distante > 1 km,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Distante > 1 km,Próximo al barrio,Sin dato,inexistente,Sin dato,Cobertura parcial,inexistente,Sin dato,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Sin dato,No,no,Sin dato,No,Si,Sin dato,sin dato,Zona baja ,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,"Uniòn de los folios 02, 03, 04 y 05. Se mantiene poligono",1330002,Notificacion
133,6,114,14,,41845,UNGS,sin dato,M. Argentinas,Sourdeaux,Guadalupe,,,1978,"1,37",120,Villa,,,Sin dato,Rawson- Cabildo- Gurruchaga,,Inscripción provisoria,,,,No,Próximo al barrio,Distante > 1 km,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Distante > 1 km,Próximo al barrio,Sin dato,inexistente,Sin dato,Cobertura parcial,inexistente,Sin dato,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Sin dato,No,No,Sin dato,No,Si,Sin dato,Sin dato,Zona baja ,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,poligono ampliado (2 parcelas),1330006,Notificacion
133,7,85,15,1241,41845,UNGS,sin dato,M. Argentinas,Sourdeaux,San Calal,,,decada del 60,"0,3",35,Villa,,,Sin dato,Dellepiane- Gra. Pico,En el límite de la cancha de Futbol,Inscripción provisoria,,,,No,Próximo al barrio,Distante > 1 km,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Distante > 1 km,Próximo al barrio,Sin dato,inexistente,Sin dato,inexistente,inexistente,Sin dato,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,sin cambios,1330007,Notificacion
133,11,76,16,,41845,UNGS,sin dato,M. Argentinas,Villa de Mayo,La Gótica,,,1950,"0,37",80,Villa,,,Sin dato,Marquez- Tres Arroyos- Marañon,,Inscripción provisoria,,,,No,Distante > 1 km,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Distante > 1 km,Sin dato,inexistente,Sin dato,Cobertura parcial,inexistente,Sin dato,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Cobertura total,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,sin cambios,1330011,Notificacion
133,12,75,9,,41845,UNGS,sin dato,M. Argentinas,Villa de Mayo,San José,,,1960,"0,19",16,Otro,,Asentamiento consolidado,Sin dato,Sucre- Godoy Cruz- Darregueira- Arquimedes,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Próximo al barrio,Sin dato,inexistente,Sin dato,Sin dato,inexistente,Sin dato,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Sin dato,si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,polígono ampliado (1 parcela),1330012,Notificacion
133,13,77,1,,41845,UNGS,sin dato,M. Argentinas,Villa de Mayo,Alvear,,,1950,"1,48",90,Villa,,,Sin dato,Sánchez de Loria- Velez Sarfield- Perito Moreno- Estomba,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Distante > 1 km,Sin dato,inexistente,Sin dato,Cobertura parcial,inexistente,Sin dato,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,Sin dato,Sin dato,Sin dato,No,No,Sin dato,No,No,No,No,Zona baja ,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,sin cambios,1330013,Notificacion
133,14,56,17,1464,41845,UNGS,sin dato,M. Argentinas,Los Polvorines,Solar del Norte,,,1996,"0,5",35,Asentamiento precario,,,Sin dato,Alejandro Sirio- Acevedo- Mozart- Amenábar,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Distante > 1 km,Sin dato,inexistente,Sin dato,Cobertura parcial,inexistente,Sin dato,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Sin dato,si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,ampliado,1330014,Notificacion
133,18,50,,1468,41845,UNGS,sin dato,M. Argentinas,Los Polvorines,San Roque,,,decada del 80,"0,11",11,Otro,,Asentamiento consolidado,Sin dato,Dante Alighieri y Horacio Quiroga,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Distante > 1 km,Sin dato,Cobertura total,inexistente,Cobertura total,Cobertura total,inexistente,inexistente,Cobertura total,inexistente,Cobertura total,Cobertura total,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,sin cambios,1330018,Notificacion
133,21,94,2,1602,41845,UNGS,sin dato,M. Argentinas,Pablo Nogues,La Olla,,,1967,"1,88",100,Villa,,,Sin dato,Cangallo- Lugones- Galilei- Stephenson,,Inscripción provisoria,,,,No,Próximo al barrio,Distante > 1 km,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Distante > 1 km,Sin dato,Cobertura parcial,Cobertura parcial,Cobertura parcial,inexistente,Cobertura total,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Sin dato,Si,No,No,No,Si,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,sin cambios,1330021,Notificacion
133,24,119-120-121,03 y 04,1287,41845,UNGS,sin dato,M. Argentinas,Pablo Nogues,Los Olivos,,,1980,"9,89",800,Asentamiento precario,,,Sin dato,Copernico- Lavoisier- Pasco- Padre Stoppler,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Distante > 1 km,Distante > 1 km,Sin dato,Cobertura parcial,Cobertura parcial,Cobertura total,Cobertura parcial,Cobertura parcial,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Sin dato,Si,No,No,No,Si,No,No,No,No,,No,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,se unificaron dos poligonos (folios 22 y 24),1330024,Notificacion
133,25,97-98,5,,41845,UNGS,sin dato,M. Argentinas,Pablo Nogues,Bella Flor ,,,decada del 90,"1,47",96,Villa,,,Sin dato,Navier- Alfonsina Storni-  Ascasubi- Huergo,,Inscripción provisoria,,,,No,Distante > 1 km,Próximo al barrio,Próximo al barrio,Distante > 1 km,Sin dato,Sin dato,Sin dato,Distante > 1 km,Distante > 1 km,Sin dato,inexistente,Sin dato,Cobertura total,inexistente,Sin dato,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Cobertura total,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,se unificaron dos poligonos (folios 25 y 26),1330025,Notificacion
133,27,95-96,,,41845,UNGS,sin dato,M. Argentinas,Pablo Nogues,Alfonsina Storni & Tokio,,,decada del 90,"3,03",105,Asentamiento precario,,,Sin dato,Guayaquil- Arroyo Seco- Nagasaki- Alfonsina Storni,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Próximo al barrio,Sin dato,Cobertura parcial,Sin dato,Cobertura total,inexistente,Cobertura total,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Cobertura total,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,se unificaron dos poligonos (folios 27 y 28) y se amplio al sur,1330027,Notificacion
133,30,102-104,6,2035,41845,UNGS,sin dato,M. Argentinas,Pablo Nogues,El Chiri,,,decada del 90,"5,061",163,Villa,,,Sin dato,Marino Luis Py- Patricias Mendocinas- Riobamba- Nagasaki,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Próximo al barrio,Sin dato,Cobertura parcial,Sin dato,Cobertura parcial,inexistente,Cobertura total,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,Sin dato,Sin dato,Sin dato,No,No,No,No,No,No,No,Se observan basurales aislados,No,,No,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,"Tiene tres parcelas regularizadas/ se unificaron folios 29, 30 y sector nuevo",1330030,Notificacion
133,31,93,19,,41845,UNGS,sin dato,M. Argentinas,Pablo Nogues,El Chiri 2,,,1988,"2,33",110,Villa,,,Sin dato,Riobamba- Hiroshima- Padre Stoppler- Patricias Mendocinas,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Próximo al barrio,Sin dato,Cobertura parcial,Sin dato,Cobertura parcial,Cobertura parcial,Cobertura parcial,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,poligono ampliado (2 parcelas),1330031,Notificacion
133,34,12- 91,,,41845,UNGS,sin dato,M. Argentinas,Pablo Nogues,Burmeister & Baigorria,,,decada del 80,"0,54",46,Otro,,Asentamiento consolidado,Sin dato,Cangallo-- Baigorria- Burmeister-Yatasto,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Próximo al barrio,Sin dato,Cobertura parcial,Sin dato,Cobertura total,inexistente,Cobertura total,inexistente,Cobertura total,inexistente,Cobertura parcial,Cobertura parcial,inexistente,Cobertura total,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,Se unieron folios 34 y 49,1330034,Notificacion
133,37,35- 37,,,41845,UNGS,sin dato,M. Argentinas,Grand Bourg N,Descartes & José de San Martín,,,decada del 90,"0,99",63,Asentamiento precario,,,Sin dato,Luis Py- Descartes- Ricardo Rojas- Hiroshima,,Inscripción provisoria,,,,No,Distante > 1 km,Distante > 1 km,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Distante > 1 km,Sin dato,Cobertura parcial,Sin dato,Sin dato,inexistente,Cobertura total,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Sin dato,No,No,No,No,Si,Sin dato,Sin dato,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,Se unieron folios 36 y 37,1330037,Notificacion
133,39,27-41-45,30,,41845,UNGS,sin dato,M. Argentinas,Grand Bourg N,Bolivia & Mariotte,,,decada del 80,"7,78",222,Asentamiento precario,,,Sin dato,Uruguay-Guayaquil- Guatemala- Costa Rica- Bolivia- Olivos,,Inscripción provisoria,,,,Si,Próximo al barrio,Distante > 1 km,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Distante > 1 km,Distante > 1 km,Sin dato,Cobertura parcial,Sin dato,Cobertura total,inexistente,Cobertura total,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,"Se unieron folios 38, 39 y 110",1330039,Notificacion
133,44,32,,,41845,UNGS,sin dato,M. Argentinas,Grand Bourg N,Ventura Coll & Castelli,,,decada del 80,"0,64",45,Otro,,Villa/Asentamiento,Sin dato,Matheu- Ventura Coll- Wilde- Quintana- Castelli,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Distante > 1 km,Sin dato,Cobertura parcial,Sin dato,Sin dato,inexistente,Cobertura total,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,sin cambios,1330044,Notificacion
133,46,34,21,1470,41845,UNGS,sin dato,M. Argentinas,Grand Bourg N,San Pascual,,,1960,"2,16",80,Villa,,,Sin dato,Cangallo- Jose Hernandez-Lugones- A. Brown.,,Inscripción provisoria,,,,No,Próximo al barrio,Distante > 1 km,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Distante > 1 km,Sin dato,inexistente,Cobertura total,Sin dato,inexistente,Cobertura total,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Sin dato,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,sin cambios,1330046,Notificacion
133,47,7-18-33,23,1289,41845,UNGS,sin dato,M. Argentinas,Grand Bourg N,Lavallol,,,decada del 90 o anterior,"1,71",120,Villa,,,Sin dato,Curo Brochero- Gral Soler- Lavallol- Bouchard,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Dentro del barrio,Distante > 1 km,Sin dato,Cobertura parcial,Sin dato,Cobertura total,inexistente,inexistente,inexistente,Cobertura total,inexistente,Cobertura parcial,inexistente,inexistente,Cobertura parcial,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,"se unieron folios  47, 115 y 119; y ampliado",1330047,Notificacion
133,48,20-23,,,41845,UNGS,sin dato,M. Argentinas,Grand Bourg N,Nogues & Combate de San Lorenzo,,,decada del 80,"0,43",15,Otro,,Asentamiento consolidado,Sin dato,Combate de San Lorenzo- Nogues,,Inscripción provisoria,,,,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Sin dato,Próximo al barrio,Distante > 1 km,Sin dato,Cobertura parcial,Sin dato,Cobertura total,inexistente,Cobertura total,inexistente,Cobertura total,inexistente,Cobertura parcial,Cobertura parcial,inexistente,Cobertura total,Sin dato,Sin dato,Sin dato,Si,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a foliar,,se unieron folios 48 y 126,1330048,Notificacion
