1_F_COD_P;1_F_COD_M;ID_MUNICIPIO;ID_UNGS;ID_UTPMP;1_FECHAC;1_ENC_CARGA;1_ENC_REPP;2_PARTIDO;2_LOC;2_NBARRIO_OF;2_NBARRIO_A1;2_NBARRIO_A2;2_AÑO;2_SUP_HA;2_CANT_FLIA;2_TIPO_BARRIO;2_OBS_DUDOSOS;2_TIPO_DUD;2_JUD;2_DIREC;2_REF_BARRIO;UI1;UI1_NUM_PROV;UI1_NUM_DEF;UI1_NEXP;4_E_LIBRE;4_EQUIP_US-H;4_EQUIP_JI;4_EQUIP_EP;4_EQUIP_ES;4_EQUIP_COM;4_EQUIP_ZOOM;4_EQUIP_O;4_TP_COLE;4_TP_FFCC;4_TP_REM-COM;4_ISU_EEMI;4_ISU_EEMC;4_ISU_APUB;4_ISU_AC;4_ISU_AP;4_ISU_RC;4_ISU_EXC;4_ISU_GAS;4_ISU_PAV;4_ISU_CC;4_ISU_PLUV;4_ISU_RR;4_ORG_PART;4_CONT_REF_N;4_CONT_REF_T;4_SAMB_SPROB;4_SAMB_RE;4_SAMB_INUN;4_SAMB_TFERROV;4_SAMB_CSIR;4_SAMB_CIND;4_SAMB_SD;4_SITU_AMB_O;UI3_INF_URB;UI3_INF_URB_FECHA;UI3_CENSO;UI3_CENSO_FECHA;5_PROC_REG;5_ENC_LEG_D2225/95;5_ENC_LEG_D4686/96;5_ENC_LEG_D815/89;5_ENC_LEG_L243374;5_ENC_LEG_L23073;5_ENC_LEG_EXP;5_ENC_LEG_EXP_NUM;5_ENC_LEG_O;5_AI;5_AIPUB_IVIV;5_AIPUB_INF;5_AIPUB_EQUIP;5_ANT_IPUB_O;5_ORG_INAC;5_ORG_INAPROV;5_ORG_INAMUN;5_ORG_IPROG;5_ORG_IFECHA;UI4_PLANO;UI4_PFECHA;UI4_CIRC10;UI4_GEO_PART;UI4_GEO_NUM;UI4_GEO_AÑO;UI4_REG_LEG;UI4_REG_FOLIO;UI4_REG_FECHA;UI4_EPR;UI4_REG_14449;E_REV;Recorridos de la subsecretaría (fecha);OBSERVACIONES;ID_FOLIO;ESTADO
133;0044;32;;;25/07/2014;UNGS;sin dato;M. Argentinas;Grand Bourg N;Ventura Coll & Castelli;;;decada del 80;0,64;45;Otro;;Villa/Asentamiento;Sin dato;Matheu- Ventura Coll- Wilde- Quintana- Castelli;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Sin dato;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330044;Notificacion
133;0046;34;21;1470;25/07/2014;UNGS;sin dato;M. Argentinas;Grand Bourg N;San Pascual;;;1960;2,16;80;Villa;;;Sin dato;Cangallo- Jose Hernandez-Lugones- A. Brown.;;Inscripción provisoria;;;;No;Próximo al barrio;Distante > 1 km;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;inexistente;Cobertura total;Sin dato;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330046;Notificacion
133;0047;7-18-33;23;1289;25/07/2014;UNGS;sin dato;M. Argentinas;Grand Bourg N;Lavallol;;;decada del 90 o anterior;1,71;120;Villa;;;Sin dato;Curo Brochero- Gral Soler- Lavallol- Bouchard;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Dentro del barrio;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura total;inexistente;inexistente;inexistente;Cobertura total;inexistente;Cobertura parcial;inexistente;inexistente;Cobertura parcial;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;"se unieron folios  47, 115 y 119; y ampliado";1330047;Notificacion
133;0048;20-23;;;25/07/2014;UNGS;sin dato;M. Argentinas;Grand Bourg N;Nogues & Combate de San Lorenzo;;;decada del 80;0,43;15;Otro;;Asentamiento consolidado;Sin dato;Combate de San Lorenzo- Nogues;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura parcial;Cobertura parcial;inexistente;Cobertura total;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;se unieron folios 48 y 126;1330048;Notificacion
133;0050;39;28;;25/07/2014;UNGS;sin dato;M. Argentinas;Grand Bourg N;Palpa y Hernandez;;;decada del 80;0,41;30;Asentamiento precario;;;Sin dato;Palpa- hernandez- 11 de Septiembre- Ambrosetti;;Inscripción provisoria;;;;No;Distante > 1 km;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;Cobertura total;inexistente;Cobertura total;Sin dato;Sin dato;inexistente;Cobertura total;inexistente;Cobertura total;Cobertura total;Cobertura total;Cobertura total;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;Si;;;;;;;;regularizado por decreto 2210/80;;;;;;;;;;;;;;;;;;;;;;a foliar;;poligono ampliado;1330050;Notificacion
133;0051;1;;;25/07/2014;UNGS;sin dato;M. Argentinas;Grand Bourg N;Areguati & Batalla de Maipu;;;decada del 90;0,35;10;Asentamiento precario;;;Sin dato;Batalla de Maipu- Areguati- Vernet- 9 de Marzo;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura total;Sin dato;Sin dato;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Cobertura parcial;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;poligono ampliado;1330051;Notificacion
133;0054;147-155-156-157-158;;1285;25/07/2014;UNGS;sin dato;M. Argentinas;Tortuguitas;El callao;;;1983;1,12;65;Asentamiento precario;;;Sin dato;Honduras- Valparaiso- Colombia- Falucho;;Inscripción provisoria;;;;Si;Dentro del barrio;Dentro del barrio;Próximo al barrio;Dentro del barrio;Sin dato;Sin dato;Sin dato;Distante > 1 km;Distante > 1 km;Sin dato;Cobertura total;inexistente;Cobertura parcial;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura parcial;Cobertura parcial;inexistente;Cobertura parcial;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;Si;;;;Si;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;se unificaron varios poligonos (54-55-56-59-127) y se amplio un sector;1330054;Notificacion
133;0057;143;29;;25/07/2014;UNGS;sin dato;M. Argentinas;Tortuguitas;Rosalia;;;1978;1,02;50;Asentamiento precario;;;Sin dato;Panama- Batalla de Maipu- Batalla de Chacabuco- Vedia;;Inscripción provisoria;;;;No;Distante > 1 km;Próximo al barrio;Distante > 1 km;Distante > 1 km;Sin dato;Sin dato;Sin dato;Próximo al barrio;Próximo al barrio;Sin dato;Cobertura parcial;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Cobertura parcial;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330057;Notificacion
133;0058;159;;;25/07/2014;UNGS;sin dato;M. Argentinas;Tortuguitas;Carumbe;;;decada del 90;1,47;45;Asentamiento precario;;;Sin dato;Santa Teresa- Santa Elena- Los Aromos- Las Acacias;;Inscripción provisoria;;;;No;Distante > 1 km;Distante > 1 km;Distante > 1 km;Distante > 1 km;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Cobertura parcial;Sin dato;Sin dato;Sin dato;SI;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330058;Notificacion
133;0061;154;;;25/07/2014;UNGS;sin dato;M. Argentinas;Tortuguitas;Asamblea & Buenos Aires;;;decada del 90;0,32;17;Asentamiento precario;;;Sin dato;Buenos Aires- Asamblea- Naciones Unidas- Trunvirato;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Distante > 1 km;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Cobertura parcial;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330061;Notificacion
133;0063;126;;;25/07/2014;UNGS;sin dato;M. Argentinas;Tierras altas;Uspallata & America;;;decada del 90;1,02;35;Asentamiento precario;;;Sin dato;America- Uspallata- Gomez- Segui;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura parcial;inexistente;inexistente;inexistente;inexistente;Cobertura parcial;Sin dato;Sin dato;Sin dato;No;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;se agregaron algunas parcelas. Unido con el 62;1330063;Notificacion
133;0064;127;25;;25/07/2014;UNGS;sin dato;M. Argentinas;Tierras altas;Ferroviario;;;1988;0,54;60;Villa;;;Sin dato;Palacios- Ecuador- Uruguay- Mascardi;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;Cobertura parcial;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330064;Notificacion
133;0066;124;;;25/07/2014;UNGS;sin dato;M. Argentinas;Tierras altas;Uruguay & Hernandez;;;decada del 90 o anterior;0,34;18;Villa;;;Sin dato;Uruguya- Hernandez-  ·Ecuador- Ambrosetti;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330066;Notificacion
133;0067;128;;1606;25/07/2014;UNGS;sin dato;M. Argentinas;Tierras altas;Guatemala & Combate de San Lorenzo;;;decada del 90 o anterior;0,53;24;Otro;;Asentamiento consolidado;Sin dato;Guatemala- Uspallata_ Bolivia-Combate de San Lorenzo;;Inscripción provisoria;;;;No;Próximo al barrio;Distante > 1 km;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Próximo al barrio;Sin dato;Cobertura parcial;Sin dato;Cobertura parcial;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Cobertura total;Sin dato;Sin dato;Sin dato;si;No;No;No;No;No;No;No;No;;No;;Si;;;;;;;;regularizado por decreto 2210/80;;;;;;;;;;;;;;;;;;;;;;a foliar;;se unieron dos folios (67 y 68);1330067;Notificacion
133;0070;137-139-140;24;;25/07/2014;UNGS;sin dato;M. Argentinas;Tierras altas;Peru & Paso de los Andes;;;decada del 90 o anterior;4,64;90;Villa;;;Sin dato;Ecuador- Paso de los Patos- America- Batalla de Maipu;;Inscripción provisoria;;;;Si;Próximo al barrio;Distante > 1 km;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Próximo al barrio;Sin dato;Cobertura parcial;Sin dato;Sin dato;Cobertura total;inexistente;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Cobertura total;Sin dato;Sin dato;Sin dato;No;No;No;No;Si;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;Se unieron folios 69- 70- 138- 144;1330070;Notificacion
133;0074;87;;;25/07/2014;UNGS;sin dato;M. Argentinas;Sourdeaux;Cabildo & Pedraza;;;decada del 90 o anterior;0,44;24;Asentamiento precario;;;Sin dato;Pedraza- Lujan- Cabildo- Gurruchaga;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Distante > 1 km;Próximo al barrio;Sin dato;Cobertura parcial;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Cobertura parcial;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;Si;;;;;;;;regularizado por decreto 2210/80;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330074;Notificacion
133;0080;107;;;25/07/2014;UNGS;sin dato;M. Argentinas;Sourdeaux;Rawson y Matoso;;;decada del 90;0,86;35;Villa;;;Sin dato;Pedraza- Libertador San Martin- Rawson- Matoso;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura parcial;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;No;No;No;No;Si;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;poligono ampliado;1330080;Notificacion
133;0103;100;;2035;25/07/2014;UNGS;sin dato;M. Argentinas;Pablo Nogues;Bella Flor 2;;;decada del 90 o anterior;0,21;11;Villa;;;Sin dato;Cristophersen- Japón;;Inscripción provisoria;;;;No;Distante > 1 km;Distante > 1 km;Distante > 1 km;Distante > 1 km;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;poligono ampliado;1330103;Notificacion
133;0113;270;;;25/07/2014;UNGS;sin dato;M. Argentinas;Grand Bourg N;Matheu & Jose Hernandez;;;decada del 90;0,25;21;Asentamiento precario;;;Sin dato;Matheu- Hernandez- Wilde- Quintana;;Inscripción provisoria;;;;Si;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;inexistente;Sin dato;Cobertura parcial;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Cobertura total;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;poligono reducido;1330113;Notificacion
133;0139;132- 133;27;1604;25/07/2014;UNGS;sin dato;M. Argentinas;Tierras altas;12 de Octubre & Buenos Aires;;;1988;0,53;24;Asentamiento precario;;;Sin dato;Buenos Aires- Quintana- Viena- Hernandez;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;inexistente;Sin dato;Cobertura parcial;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Cobertura total;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;se unieron folios 139 y 141. ademas, ampliado;1330139;Notificacion
133;0143;141;;;25/07/2014;UNGS;sin dato;M. Argentinas;Tierras altas;Ecuador & Benito Lynch;;;decada del 90 o anterior;0,25;15;Asentamiento precario;;;Sin dato;Benito Lynch - Ecuador;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Distante > 1 km;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;inexistente;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Cobertura parcial;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330143;Notificacion
133;0152;3-167-40;;2037;25/07/2014;UNGS;sin dato;M. Argentinas;Grand Bourg S;Santa Monica;Bouchard;;2006;0,89;38;Otro;;Villa/Asentamiento;Sin dato;Bouchard- A. Brown- Palacios- Arroyo;;Inscripción provisoria;;;;Si;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;inexistente;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;No;No;No;No;Si;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;se unificaron folios 152-150 y 114;1330152;Notificacion
133;0153;151;;;25/07/2014;UNGS;sin dato;M. Argentinas;Tortuguitas;Naciones Unidad & Lafinur;;;decada del 90;0,25;11;Asentamiento precario;;;Sin dato;Naciones Unidad- Lafnur- Viena;;Inscripción provisoria;;;;No;Distante > 1 km;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Distante > 1 km;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura total;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330153;Notificacion
133;0154;134;20;;25/07/2014;UNGS;sin dato;M. Argentinas;Tierras altas;Santa Elena ;;;decada del 90 o anterior;2,10;110;Villa;;;Sin dato;Paso de los Patos- Siria - Guatemala- FCGMB;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Próximo al barrio;Sin dato;inexistente;Sin dato;Sin dato;inexistente;Cobertura total;inexistente;Sin dato;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;no;No;No;Si;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330154;Notificacion
133;0159;2;;;11/11/2014;SSTUV;sin dato;M. Argentinas;Grand Bourg;Ventura Coll & Charcas;;;2003;5,45;127;Villa;;;Sin dato;11 de Septiembre- Quintana- Agrelo- Triunvirato;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;inexistente;Sin dato;Sin dato;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;poligono ampliado;1330159;Notificacion
133;0160;70-71-72-73-105;12;1242;11/11/2014;SSTUV;sin dato;M. Argentinas;Sordeaux;La Canchita;;;decada del 90;1,88;23;Villa;;;Sin dato;Remedios de Escalada- Nicolas Repetto- Arroyo Basualdo- Rosario;;Inscripción provisoria;;;;Si;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Distante > 1 km;Próximo al barrio;Sin dato;Cobertura parcial;Sin dato;Sin dato;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;No;No;No;Si;Si;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;se unieron folios 8, 9, 10,  76-77-78-52;1330160;Notificacion
133;0161;13-29-30-38-44-148 y sin id;08-31-32;;11/11/2014;SSTUV;sin dato;M. Argentinas;Tortuguitas;Estados Unidos & Hiroshima;;;decada del 90;11,30;190;Otro;;Villa/Asentamiento;Sin dato;Haiti- Bolivia- Tokio- Pitagoras;;Inscripción provisoria;;;;No;Próximo al barrio;Distante > 1 km;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Distante > 1 km;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Cobertura parcial;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;No;No;No;No;Si;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;se unieron folios 40-41-42-43-53-148-149;1330161;Notificacion
133;0162;;;;11/11/2014;SSTUV;sin dato;M. Argentinas;Pablo Nogues;Padre Stoppler & Hiroshima;;;2001;0,79;31;Villa;;;Sin dato;Padre Stoppler- Hiroshima- Conjunto Habitacional;;Inscripción provisoria;;;;No;Distante > 1 km;Próximo al barrio;Próximo al barrio;Distante > 1 km;Sin dato;Sin dato;Sin dato;Próximo al barrio;Próximo al barrio;Sin dato;inexistente;Sin dato;Sin dato;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;nuevo;1330162;Notificacion
133;0060;98;;;25/07/2014;UNGS;sin dato;M. Argentinas;Tortuguitas;Haiti & Paso de Los Andes;;;1988;0,00;45;Asentamiento precario;;;Sin dato;Maipu- Chacabuco- Canada- Colombia;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Distante > 1 km;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;Cobertura parcial;Sin dato;Sin dato;Cobertura parcial;Cobertura parcial;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;Si;No;No;No;No;No;No;No;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;ampliado;1330060;Notificacion
133;0097;52;;;25/07/2014;UNGS;sin dato;M. Argentinas;Los Polvorines;Israel & Gral Savio;;;decada del 90 o anterior;0,00;20;Villa;;;Sin dato;sin dato;;Inscripción provisoria;;;;No;Próximo al barrio;Próximo al barrio;Próximo al barrio;Próximo al barrio;Sin dato;Sin dato;Sin dato;Próximo al barrio;Distante > 1 km;Sin dato;inexistente;Sin dato;Sin dato;inexistente;Cobertura total;inexistente;Cobertura total;inexistente;inexistente;inexistente;inexistente;Sin dato;Sin dato;Sin dato;Sin dato;;;;;;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a foliar;;sin cambios;1330097;Notificacion
133;0015;;;;25/07/2014;UNGS;sin dato;M. Argentinas;Los Polvorines;Ficha 53;;;decada del 90 o anterior;0,00;16;Asentamiento precario;;;Sin dato;sin dato;;No corresponde inscripción;;;;;;;;;;;;;;;Sin dato;;Sin dato;Sin dato;;Sin dato;;sin dato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no reune condiciones de inscripción;;menor a la unidad mínima;1330015;No corresponde inscripcion
133;0016;;;;25/07/2014;UNGS;sin dato;M. Argentinas;Los Polvorines;Ficha 59;;;decada del 90 o anterior;0,00;17;Asentamiento precario;;;Sin dato;sin dato;;No corresponde inscripción;;;;;;;;;;;;;;;Sin dato;;Sin dato;Sin dato;;Sin dato;;sin dato;;;;;;;;;;;;;;;;;;;;;;;;;;;;Regularizado por decreto 2210/80;;;;;;;;;;;;;;;;;;;;;;no reune condiciones de inscripción;;menor a la unidad mínima;1330016;No corresponde inscripcion
133;0017;;;;25/07/2014;UNGS;sin dato;M. Argentinas;Los Polvorines;Ficha 47;;;decada del 90 o anterior;0,00;10;Asentamiento precario;;;Sin dato;sin dato;;No corresponde inscripción;;;;;;;;;;;;;;;Sin dato;;Sin dato;Sin dato;;Sin dato;;sin dato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no reune condiciones de inscripción;;menor a la unidad mínima;1330017;No corresponde inscripcion
133;0019;;;;25/07/2014;UNGS;sin dato;M. Argentinas;Los Polvorines;Ficha 48;;;decada del 90 o anterior;0,00;15;Asentamiento precario;;;Sin dato;sin dato;;No corresponde inscripción;;;;;;;;;;;;;;;Sin dato;;Sin dato;Sin dato;;Sin dato;;sin dato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no reune condiciones de inscripción;;menor a la unidad mínima;1330019;No corresponde inscripcion
133;0020;;;;25/07/2014;UNGS;sin dato;M. Argentinas;Los Polvorines;Ficha 54;;;decada del 90 o anterior;0,00;12;Asentamiento precario;;;Sin dato;sin dato;;No corresponde inscripción;;;;;;;;;;;;;;;Sin dato;;Sin dato;Sin dato;;Sin dato;;sin dato;;;;;;;;;;;;;;;;;;;;;;;;;;;;regularizado por decreto 2210/80;;;;;;;;;;;;;;;;;;;;;;no reune condiciones de inscripción;;menor a la unidad mínima;1330020;No corresponde inscripcion
133;0032;;;;25/07/2014;UNGS;sin dato;M. Argentinas;Pablo Nogues;Ficha 101;;;decada del 90 o anterior;0,00;45;Asentamiento precario;;;Sin dato;sin dato;;No corresponde inscripción;;;;;;;;;;;;;;;Sin dato;;Sin dato;Sin dato;;Sin dato;;sin dato;;;;;;;;;;;;;;;;;;;;;;;;;;;;regularizado por decreto 2210/80;;;;;;;;;;;;;;;;;;;;;;no reune condiciones de inscripción;;menor a la unidad mínima;1330032;No corresponde inscripcion
